Company,% Change
Sree Rayalaseema Hi-,-5.43
Standard Surfact,-5.43
Cybele Industries Lt,-5.42
Shriram A M C,-5.41
Biofil Chemicals,-5.41
Sai Baba Investment,-5.41
FAZE THREE Autofab,-5.41
IFB Agro Indus,-5.4
Indo National,-5.4
Motilal Oswal Financ,-5.39
Thirumalai Chem.,-5.39
SIL Investments Ltd.,-5.39
Haldyn Glass,-5.38
Himalaya Food Inter,-5.38
Monte Carlo Fashions,-5.38
Vaibhav Global,-5.37
Trident Ltd.,-5.37
Viji Finance,-5.36
Endurance Technologi,-5.36
Clariant Chemicals (,-5.36
Emkay Global Financi,-5.34
Visagar Financial,-5.33
Bilcare Ltd.,-5.32
Ad-Manum Finance,-5.31
Allsec Technologies,-5.31
Tata Metaliks,-5.31
BF Investment Ltd.,-5.3
Engineers India,-5.3
Country Condo's,-5.3
Texmo Pipes & Produc,-5.29
Autoline Industries,-5.29
3i Infotech,-5.29
Tide Water Oil,-5.29
Mitshi India L,-5.27
Gloster L,-5.27
Regency Trust Lt,-5.26
Kaveri Seed Company,-5.26
KLG Capital Serv,-5.26
Pearl Global Industr,-5.26
Madras Fertilize,-5.25
Terrascope Ventures,-5.24
Salzer Electr.,-5.23
N G Industries Ltd.,-5.23
LG Balakrishnan&Bros,-5.22
Nitin Spinners,-5.21
SKIL Infrastructure,-5.21
Federal-Mogul Goetze,-5.21
Arvind Fashions,-5.21
AK Capital Services,-5.2
Jyothy Labs,-5.2
RPP Infra Projects L,-5.2
BEML Ltd.,-5.2
Imagicaaworld Entert,-5.2
NOCIL Ltd.,-5.2
Omaxe Ltd.,-5.19
Khaitan Chemical,-5.18
Tiger Logistics (Ind,-5.17
Virat Crane Indu,-5.17
Jayant Agro Org,-5.16
SPIC,-5.16
Simplex Infrastructu,-5.16
Duncan Engineering,-5.15
Roopa Industries,-5.15
Goa Carbons,-5.14
Shaily Engineering P,-5.14
Vesuvius India,-5.13
Bajaj Electricals,-5.13
Five X Tradecom,-5.13
Kabra Extrusion,-5.12
Chambal Fertilis,-5.11
Velan Hotels Lim,-5.11
Oriental Trimex,-5.11
Sundaram Multi P,-5.11
Manaksia Aluminium,-5.11
DRA Consultants,-5.11
Schneider Electric,-5.1
Royale Manor Hot,-5.1
Bharat Electroni,-5.09
CCL Products India,-5.09
Prozone Intu Propert,-5.09
Archies Ltd.,-5.09
Technofab Engineerin,-5.08
Kirloskar Industries,-5.08
Austin Engg. Co.,-5.07
Exide Inds.,-5.05
Easun Reyrolle L,-5.04
Cochin Minerals,-5.03
Kwality,-5.03
Greenply Industr,-5.02
Veto Switchgears & C,-5.02
Jindal Saw,-5.01
JK Paper Ltd.,-5.01
ABB Power Products,-5.01
ISL Consulting,-5.0
Sastasundar Ventures,-5.0
Oricon Enterprises L,-5.0
Apcotex Industries L,-5.0
Authum Investment,-5.0
Waa Solar,-5.0
Shashijit Infraproje,-5.0
MFL India,-5.0
Choice Internati,-5.0
Vintron Informat,-5.0
Melstar Inform.,-5.0
Atishay L,-5.0
De Nora India Ltd.,-5.0
3P Land Holdings,-5.0
Dalmia Bharat Sugar,-5.0
YES Bank Ltd.,-4.99
Ashoka Buildcon Ltd.,-4.98
Morepen Labs.Lt,-4.97
Hexa Tradex Ltd.,-4.97
Future Consumer,-4.97
Generic Pharmasec,-4.96
Colorchips New Media,-4.96
Ajanta Pharma Lt,-4.96
Satin Creditcare,-4.96
Rain Industries,-4.95
Vedavaag Systems,-4.95
Sobha,-4.95
Ugro Capital,-4.94
Jaipan Industrie,-4.94
Sudarshan Chem.,-4.94
Niraj Cement Structu,-4.94
United Van Der,-4.93
Sagar Cements,-4.93
Guj. Terce Labor,-4.93
Zodiac Clothing,-4.93
Jindal Hotels,-4.91
The Indian Card Clot,-4.9
Jagran Prakashan,-4.9
Beryl Drugs Ltd.,-4.9
Agro Tech Foods Ltd.,-4.89
Zydus Wellness Ltd.,-4.88
Ambika Cotton Mi,-4.87
GSFC,-4.87
Sintex Industrie,-4.87
Vivo Bio Tech Ltd.,-4.86
Thinkink Picturez,-4.85
Kamat Hotels (In,-4.85
52 Weeks Ent.,-4.84
Uflex Ltd.,-4.83
Southern Infosys,-4.83
TCI Express,-4.83
Advani Hotels,-4.83
Manorama Industries,-4.83
Orient Paper,-4.83
Twinstar Industries,-4.82
Adinath Textile,-4.82
Virinchi L,-4.81
K P Energy Ltd.,-4.81
Universal Cables,-4.8
UCO Bank,-4.8
Crisil,-4.79
Harrisons Malaya,-4.79
SMS Pharmaceuticals,-4.79
Indiabulls Ventures,-4.77
Raghav Productivity,-4.77
Poona Dal & Oil,-4.77
Hind Rectifiers,-4.77
Omax Auto,-4.77
Rail Vikas Nigam,-4.77
BKM Industries,-4.76
Alka India Ltd.,-4.76
Midas Infra Trade,-4.76
IL&FS Investment Man,-4.75
Coal India,-4.75
Rasandik Engg.,-4.74
Dyna Vision,-4.74
Zeal Aqua,-4.73
PBM Polytex,-4.73
Bhagawati Oxygen,-4.72
Finolex Cables,-4.72
Energy Developme,-4.71
SPL Industries L,-4.71
Ingersoll Rand,-4.69
KPIT Technologies,-4.69
Repro India Ltd.,-4.68
Titan Biotech Ltd.,-4.68
Bliss GVS Pharma,-4.67
Advent Computer,-4.67
Centum Electronics L,-4.67
Upsurge Investme,-4.67
Inox Leisure,-4.66
Mangalam Cement,-4.65
Sasken Technologies,-4.64
Usha Martin Ltd.,-4.64
Reliance Ind.Inf,-4.64
Uttam Sugar Mills,-4.64
Banco Products,-4.64
Hindustan Bio Scienc,-4.64
Pressman Advertising,-4.63
Atul Auto Ltd,-4.63
Kisan Mouldings,-4.63
Jinaams Dress,-4.62
Sheetal Cool Product,-4.61
BASF India Lt,-4.61
Orient Beverages,-4.61
Ecoplast L,-4.6
Cosyn L,-4.59
Captain Polyplast L,-4.59
Safari Indus.,-4.58
Goodluck India,-4.58
ITC Ltd.,-4.55
Gayatri Highways,-4.55
Gravita India Ltd.,-4.54
Dhanvantri Jeeva,-4.54
Honeywell Automation,-4.53
Power Mech Projects,-4.53
Wanbury,-4.53
Honda India Power,-4.53
Inventure Growth & S,-4.52
Jayshree Tea,-4.52
Prima Plastics L,-4.52
Shree Hari Chem.,-4.51
PNC Infratech,-4.51
Arvind Ltd.,-4.5
Gallantt Ispat Ltd.,-4.5
Panama Petrochem,-4.5
Cera Sanitaryware L,-4.49
Global Vectra Helico,-4.48
Hind. Copper,-4.47
M&M Fin.Services,-4.46
GE T&D India,-4.46
Steel Strips Wheels,-4.45
Ujaas Energy,-4.45
Suryalakshmi Cot,-4.44
Den Networks Ltd.,-4.44
KSB Ltd,-4.44
Bharat Seats,-4.43
Aditya Birla Fashion,-4.42
Gallantt Metal,-4.4
T & I Global Lim,-4.4
Guj. Industries,-4.4
Sandur M & I Ore,-4.39
Cosco (India),-4.39
Madhucon Project,-4.39
Murudeshwar Cer.,-4.39
Container Corpor,-4.39
Bhageria Industries,-4.38
Indian Oil Corp,-4.38
Natco Pharma,-4.38
Sat Industries Ltd.,-4.37
Blue Chip Tex In,-4.36
Shri Keshav Cements,-4.36
Oriental Hotels,-4.36
Indian Infotech,-4.35
Automotive Stampings,-4.35
Nyssa Corporation,-4.35
KIOCL,-4.34
Harita Seating Syst.,-4.34
Vipul Organics,-4.34
India Gelatine &,-4.34
Shri Jagdamba Poly,-4.33
JK Lakshmi Cement L,-4.32
Northern Spirits,-4.32
Prabhat Dairy,-4.32
Va Tech Wabag Ltd.,-4.31
VIP Indus.,-4.31
Vaswani Industries L,-4.3
VMS Industries Ltd.,-4.29
Essel Propack Ltd.,-4.29
Orient Electric,-4.28
Crest Ventures,-4.28
Dwarikesh Sugar,-4.27
Power Grid Corpo,-4.26
Kirloskar Oil Engine,-4.26
Everest Kanto Cylind,-4.26
Hero MotoCorp,-4.26
MCX,-4.26
Supreme Petroche,-4.26
Orient Green Power C,-4.23
Vegetable Products,-4.23
Mangal Credit & Fin,-4.23
PVR Ltd.,-4.22
Religare Enterprises,-4.22
Bil Energy Systems L,-4.21
Aegis Logistics Ltd.,-4.21
Gujarat Narmada Vall,-4.2
IDFC L,-4.2
The Andhra Sugars,-4.19
VST Industries,-4.19
TVS Srichakra Lt,-4.18
TeamLease Service,-4.18
Techno Electric&Eng,-4.16
Lumax Auto Technolog,-4.15
Dewan Housing,-4.15
Indo Borax,-4.14
PPAP Automotive,-4.14
Hercules Hoists,-4.14
NLC India L,-4.13
Innovative Tech,-4.13
FACT,-4.12
P H Capital Ltd.,-4.12
India Cements Capita,-4.11
The New India Assur,-4.11
Mazda Ltd.,-4.11
AksharChem (India),-4.11
Mas Financial Servic,-4.11
Sangam Renewables,-4.1
Bajaj Auto Ltd.,-4.1
Artemis Medicare,-4.1
Hind Aluminium Indus,-4.1
Asian Hotels (East),-4.08
Adani Power Ltd.,-4.08
eClerx Services,-4.07
KMC Speciality Hospi,-4.06
Navneet Education,-4.05
Redington (India) Lt,-4.05
Rashtriya Chemicals,-4.03
Tokyo Plast Inte,-4.02
Morarjee Textiles Li,-4.02
Dhabriya Polywood,-4.01
Avadh Sugar & Energy,-4.0
Link Pharma Chem,-4.0
Gammon Infrastructur,-4.0
Nahar Poly Films Ltd,-3.99
Bhansali Engg.Po,-3.99
PTC India,-3.98
Dynemic Products,-3.98
Kkalpana lndustries,-3.98
Sakthi Sugars,-3.97
ABB India,-3.97
RPG Life Sciences,-3.96
Karda Constructions,-3.96
L&T,-3.96
Bhandari Hosiery,-3.94
Snowman Logistics Lt,-3.94
Kokuyo Camlin,-3.94
Mahalaxmi Rubtec,-3.94
Mukesh Babu Fina,-3.93
Coastal Corporation,-3.93
HMT Ltd.,-3.93
Shakti Pumps (In,-3.92
PI Industries,-3.91
Goenka Diamond & Jew,-3.9
S Chand & Company,-3.9
Orient Refractories,-3.9
BSL Ltd,-3.9
Cerebra Integrat,-3.88
IZMO,-3.87
Cupid Ltd.,-3.87
Mahesh Developers,-3.87
Bajaj HindusthanSuga,-3.86
Elgi Equipments,-3.86
Techindia Nirman Ltd,-3.85
Uni Abex Alloys,-3.85
Tata Power Co.,-3.84
Geojit Financial,-3.84
Darjeeling Ropeway,-3.82
INEOS Styrolution,-3.82
Strides Pharma Scien,-3.82
DCM Ltd.,-3.82
Rico Auto Inds.,-3.82
Riddhi Siddhi Gluco,-3.82
Sumitomo Chemical,-3.81
Picturehouse Media,-3.8
Savita Oil Tech,-3.8
TCFC Finance Ltd,-3.79
Walchand Peoplefirst,-3.79
Gujarat Gas,-3.79
Narayana Hrudayalaya,-3.79
JK Tyre & Industries,-3.79
Mindteck (India),-3.79
Vindhya Telelink,-3.77
Oil Country Tub.,-3.76
NIIT Technologies,-3.76
Expo Gas Contain,-3.75
MSP Steel & Power Lt,-3.75
Polycab India,-3.74
Rajshree Sugars,-3.74
Bajaj Finserv Ltd.,-3.74
Cyient Ltd.,-3.73
Syngene Internationa,-3.72
VCU Data Management,-3.72
Rajesh Exports L,-3.71
Somany Ceramics Ltd.,-3.71
Newgen Software Tech,-3.71
Nippon LifeAM Ltd.,-3.7
Bharat Bijlee,-3.7
Oriental Veneer,-3.7
DB Corp,-3.7
KSS L,-3.7
V-Guard Ind.Ltd.,-3.68
S H Kelkar & Company,-3.67
Choksi Lab. Ltd,-3.67
JaiprakashAssociates,-3.66
Genus Paper & Boards,-3.65
Shri Bajrang Allianc,-3.65
Career Point,-3.64
Central Bank,-3.64
JMT Auto Ltd.,-3.63
Decipher Labs,-3.63
Sanghvi Brands,-3.63
Sandu Pharmaceut,-3.62
Sundaram Clayton,-3.62
Indo Tech Transforme,-3.6
Jindal Stainless (Hi,-3.6
Sutlej Textiles & In,-3.6
Force Motors,-3.59
Pro Fin Capital Serv,-3.59
Century Textiles,-3.58
Ramco Industries,-3.57
Black Rose Industrie,-3.57
Delta Manufacturing,-3.55
HDFC AMC,-3.54
Olectra Greentech,-3.53
Firstsource Solution,-3.53
Glenmark Pharma,-3.53
Setubandhan Infra,-3.49
RDB Rasayans Ltd.,-3.49
Maha Rashtra Ape,-3.48
Gati Ltd.,-3.48
NGL Fine-Chem Li,-3.46
Websol Energy System,-3.46
Borosil L,-3.45
Soma Textiles,-3.44
D & H India,-3.43
Chennai Petro.,-3.43
NIIT Ltd.,-3.43
UltraTech Cement,-3.43
P&G Health,-3.42
Kingfa Science & Tec,-3.41
Lotus Chocolate,-3.39
Bharat Rasayan,-3.38
HIL,-3.37
NBCC (India),-3.36
PNB Housing Finance,-3.35
Bal Pharma Ltd,-3.35
Joonktollee Tea,-3.35
Corp.Couriers&Cargo,-3.35
JJ Finance Corporat,-3.35
Sagar Diamonds,-3.34
Uniphos Enterprises,-3.33
Adani Transmission L,-3.33
Camex Ltd.,-3.33
National Alumini,-3.33
Indian Terrain Fashi,-3.33
Tilaknagar Industrie,-3.32
Sayaji Industries,-3.32
Ugar Sugar Works,-3.32
Oswal Agro Mills,-3.3
Tejas Networks,-3.29
Suven Pharmaceutical,-3.29
Dr. Agarwal's Ey,-3.28
Torrent Power Ltd.,-3.28
Lupin Ltd.,-3.27
Majesco L,-3.27
SML Isuzu Ltd.,-3.26
Can Fin Homes,-3.26
Oriental Carbon,-3.26
Cholamandalam Financ,-3.25
Sunflag Iron,-3.24
Maha. Scooters,-3.24
Amines & Plast.,-3.23
Cipla,-3.22
Starteck Finance,-3.21
Racl Geartech,-3.21
Magadh Sugar & Energ,-3.21
Gujarat Pipavav Port,-3.2
Zensar Technologies,-3.2
Sicagen India,-3.2
Kanchi Karpooram,-3.2
IRB Infrastructure,-3.18
Kuantum Papers,-3.18
Andhra Cement,-3.17
Gillanders Arbut,-3.17
AMJ Land Holdings L,-3.16
Gujarat Fluorochem,-3.15
KPR Mill Ltd.,-3.15
Essar Shipping,-3.14
Allcargo Logistics,-3.14
Shivalik Rasayan,-3.13
JTL Infra L,-3.12
Jiya Eco Products Lt,-3.12
Ramkrishna Forgings,-3.11
Indian Metal & F,-3.07
Rites Ltd.,-3.07
Avenue Supermarts,-3.06
STL Global Ltd.,-3.05
Pioneer Emb.,-3.04
Galaxy Cloud Kitchen,-3.04
Vandana Knitwear,-3.03
Birlasoft,-3.03
Fiberweb (India),-3.02
HSIL Ltd.,-3.01
Sunshield Chemic,-3.01
Cadila Healthcar,-3.01
Bodal Chemicals,-3.0
Hind. Zinc,-2.99
Crompton Greaves Con,-2.98
TVS Motor Co. Ltd.,-2.98
Meghmani Organics,-2.97
Polyplex Corpn.,-2.97
Seshasayee Paper,-2.97
Tiaan Ayurvedic & He,-2.96
Heritage Foods,-2.96
Gokaldas Exports,-2.95
Talbros Engineering,-2.95
Renaissance Global,-2.94
Medicamen Biotec,-2.94
Atlas Jewellery,-2.94
ONGC,-2.93
Hind. Motor,-2.93
Gyscoal Alloys Ltd.,-2.92
Gujarat Natural Res,-2.91
Prerna Infrabuild Lt,-2.9
Transformers & Recti,-2.9
Eris Lifesciences,-2.9
Salasar Techno Engin,-2.88
FDC Ltd.,-2.87
A & M Febcon,-2.87
Vijay Textiles L,-2.87
PMC Fincorp,-2.86
Laffans Petro.,-2.86
Tata Coffee Ltd.,-2.86
Bothra Metals & Allo,-2.86
Solitaire Machin,-2.83
Garden Silk Mill,-2.83
Tree House Education,-2.83
CSB Bank,-2.82
Tata Teleservices (M,-2.82
Saven Technologies L,-2.81
Marksans Pharma,-2.81
Pioneer Distille,-2.79
Sharda Motor Ind,-2.79
MothersonSumiSystems,-2.79
Asian Hotels (North),-2.75
Manappuram Finance,-2.74
Summit Securities,-2.74
Suprajit Enginee,-2.73
United Spirits,-2.72
CESC Ltd.,-2.71
Hind.ConstructionCo.,-2.71
Dhruv Estates Lt,-2.7
NPR Finance Limi,-2.69
Lovable Lingerie Ltd,-2.69
Sanofi India,-2.69
HCL Infosystem,-2.68
Bharat Forge,-2.67
Veljan Denison,-2.65
Narayani Steels,-2.64
Karuturi Global Ltd.,-2.63
Sugal & Damani Share,-2.63
National Fertilizers,-2.62
Nettlinx Ltd.,-2.62
Rushil Decor Ltd.,-2.61
Hindalco Indus.,-2.61
Maha. Seamless,-2.6
SBI Cards and Pay,-2.6
Mallcom (India) L,-2.59
Ginni Filaments,-2.58
Bharat Petroleum,-2.58
Sadhana Nitro,-2.58
MPS Ltd.,-2.58
SSPDL Ltd.,-2.55
Asahi India Glass,-2.55
Jindal St & Pwr,-2.54
Tata Steel Long Prod,-2.54
Aarti Drugs Ltd,-2.54
Jaiprakash Power Ven,-2.53
Viceroy Hotels L,-2.5
Junction Fabrics,-2.5
Zenith Fibres,-2.5
Vipul Ltd.,-2.5
South Indian Ban,-2.5
Metropolis Healthcar,-2.49
Oil India Ltd.,-2.48
HDFC Life Insurance,-2.48
Voltas Ltd.,-2.47
Kirloskar Ferrou,-2.47
Vedanta,-2.45
Visagar Polytex Ltd.,-2.44
Maithan Alloys Ltd.,-2.44
Thermax,-2.43
Kabsons Industries,-2.43
Fine Organic Indus,-2.42
East India Sec,-2.42
Rama Steel Tubes Ltd,-2.41
TCPL Packaging,-2.41
BayerCropscience,-2.39
Alkem Laboratories,-2.39
IndiaNivesh,-2.38
Keerthi Industries L,-2.38
Muthoot Capital,-2.38
Dynacons Systems,-2.37
Rallis India,-2.37
Cosmo Films,-2.37
Xchanging Solutions,-2.37
TCI Ltd.,-2.35
G M Breweries Ltd.,-2.34
Hatsun Agro Prod,-2.33
GMM Pfaudler Ltd,-2.31
Aries Agro Ltd.,-2.31
Godrej Consumer Prod,-2.31
Paushak Ltd.,-2.31
Hind. NationalGl,-2.3
Deepak Fertilisers,-2.29
Britannia Ind.,-2.29
Compuage Infocom Ltd,-2.28
Pitti Engineering,-2.27
Prime Securities,-2.26
Trio Mercantile & Tr,-2.24
ACCEL L,-2.23
Zenlabs Ethica,-2.23
Vimta Labs Ltd.,-2.22
Khoday India,-2.22
Loyal Equipments Ltd,-2.22
M K Exim (India) L,-2.22
Arnold Holdings,-2.21
Gillette India Ltd.,-2.19
Bajaj Finance L,-2.19
Seamec Ltd.,-2.18
Nalwa Sons Investmen,-2.17
Ratnabhumi Developer,-2.17
Orient Bell,-2.17
ABC India Ltd.,-2.15
Panacea Biotec L,-2.15
Caplin Point Lab,-2.15
India Home Loan,-2.13
Greenlam Industries,-2.13
Guj. Intrux,-2.13
FCS Software Sol.Ltd,-2.13
MTNL,-2.12
Som Distilleries,-2.12
Patels Airtemp,-2.12
Innovators Facade Sy,-2.1
Polson Ltd.,-2.1
MOIL Ltd.,-2.09
Swaraj Engines,-2.09
Gensol Engineering,-2.09
Amrit Corp. Ltd.,-2.08
Narbada Gems & Jewel,-2.08
Zee Learn Ltd.,-2.07
Arihant Foundat,-2.06
ICRA Ltd.,-2.05
Intl. Coveyors,-2.04
Birla Precision Tech,-2.04
Bharat Agri Fert & R,-2.04
KCP Sugar & In,-2.04
Castrol India,-2.04
Auro Labs,-2.03
MRF Ltd,-2.03
Nxtdigital L,-2.02
Kesar Petroprod.,-2.01
Neogen Chemicals,-2.01
SBI Life Insurance,-2.0
Indraprastha Gas Ltd,-2.0
Mold-Tek Packaging,-1.99
Prime Focus,-1.99
Shree Renuka Sugars,-1.97
Himadri Speciality,-1.97
Jai Balaji Industrie,-1.97
Jayshree Chem.,-1.96
Kanpur Plasti.,-1.96
Apex Frozen Foods,-1.96
Sintex Plastics Tech,-1.96
Persistent Systems,-1.95
Lahoti Overseas,-1.95
Econo Trade (India),-1.94
GNA Axles,-1.93
Balmer Lawrie &,-1.93
Tata Investment,-1.93
Deepak Nitrite,-1.92
Shivalik Bimetal,-1.92
Chembond Chemica,-1.9
PTC India Financial,-1.9
Balaji Amines Li,-1.9
Kajaria Ceramics,-1.89
KEC International Lt,-1.89
Chordia Food Product,-1.88
MphasiS Ltd.,-1.87
Adani Ports & Speci,-1.84
B N Rathi Securities,-1.84
APL Apollo Tubes,-1.84
Ador Fontech Ltd,-1.83
Bandhan Bank,-1.83
UPL,-1.82
Mastek Li,-1.82
MRO-TEK Realty,-1.82
J B Chemicals & Phar,-1.82
Global Offshore Ser,-1.82
Gala Global Products,-1.81
Reliance Inds.,-1.81
Auroma Coke Limi,-1.8
Info Edge (India),-1.79
Generic Engineering,-1.79
Kaycee Inds.,-1.78
Colgate Palm.,-1.78
Sonata Software,-1.74
Mangalore Chem.,-1.73
GHCL,-1.72
ITI,-1.71
Lincoln Pharmace,-1.71
Arman Financial Serv,-1.7
Abbott India Ltd.,-1.7
Sumedha Fiscal S,-1.69
Mahindra Holidays,-1.69
Alpa Laboratories Lt,-1.69
Hilton Metal Forging,-1.69
Gandhi Special,-1.69
Gravity (India),-1.69
Infosys,-1.67
Sampre Nutrition,-1.67
IFCI Ltd.,-1.66
Aarti Ind. Ltd,-1.64
ICICI Securities,-1.63
Stovec Indus.,-1.63
Sika Interplant,-1.62
Jay Bharat Marut,-1.6
Zuari Agro Chemicals,-1.6
Berger Paints I,-1.6
Jindal Stainless,-1.59
Brahmaputra Infra,-1.58
Kama Holdings Ltd.,-1.58
Godrej Industries Lt,-1.58
Tata Steel BSL,-1.58
Mayur Leather Pr,-1.57
Samrat Pharma,-1.57
Danube Industries L,-1.57
Suratwwala Business,-1.56
I G Petrochemicals,-1.55
CIAN Agro Industries,-1.54
Magna Electrocas,-1.52
Mohit Industries,-1.52
Loyal Textiles M,-1.52
SSPN Finance L,-1.48
Unick Fix-A-Form,-1.48
SPS Internationa,-1.48
Kesoram Industri,-1.48
Cinevista L,-1.47
NoidaTollBridge,-1.47
Eicher Motors,-1.46
Arcee Industries,-1.46
IB Infotech,-1.46
Oracle Financial Ser,-1.45
Hind. Adhesives,-1.45
Confidence Petroleum,-1.45
Welspun India,-1.4
OnMobile Global Ltd.,-1.4
Galaxy Surfacta.,-1.39
Digjam L,-1.38
Modex Internatio,-1.37
Radico Khaitan Ltd.,-1.35
IL&FS Transportation,-1.33
Varun Beverages Ltd.,-1.33
CMI L,-1.32
Sun and Shine World,-1.32
Oswal Yarns Limi,-1.32
Meera Industries,-1.32
National Plastic Tec,-1.31
Commercial Engineers,-1.3
Lux Industries,-1.3
Shree Ganesh Bio-Tec,-1.3
Hindustan Unilever L,-1.28
Veer Energy & Infras,-1.28
Control Print Ltd.,-1.27
L&T Infotech,-1.27
Divi's Lab,-1.27
Deccan Health Care,-1.26
CARE Ratings,-1.25
Diamines & Chem.,-1.25
Ludlow Jute & Specia,-1.23
APM Industries,-1.22
Banaras Beads Li,-1.21
Comfort Intech,-1.2
Lloyds Steels Ind.,-1.2
Insecticides (India),-1.19
Vishal Fabrics Ltd.,-1.18
Akzo Nobel India,-1.18
Fermenta Biotech,-1.18
Axtel Industries,-1.18
Atul Ltd.,-1.17
Prataap Snacks,-1.15
Finolex Industri,-1.15
Diana Tea Compan,-1.15
Dr. Reddy's Labs,-1.14
Max Financial Servic,-1.14
OM Metals Infraproje,-1.13
Mercantile Ventures,-1.13
Genesys Int.Corp.,-1.13
Akme Star Housing,-1.12
NDTV,-1.12
Centrum Capital,-1.12
AMD Industries Ltd.,-1.11
Tejnaksh Healthcare,-1.1
Steel Authority,-1.1
Adani Enterprises Lt,-1.09
Betex India Ltd.,-1.09
Contil India,-1.08
Westlife Development,-1.07
Cummins India Lt,-1.06
Mangalam Organics,-1.06
Ashok Leyland,-1.06
N2N Technologies,-1.06
Manaksia Steels,-1.04
Acrysil Ltd.,-1.03
Jet Airways,-1.02
GAIL (India) Ltd.,-1.01
R Systems Internat.,-1.0
Transgene Biotek,-1.0
Emmsons Internat,-0.99
REC,-0.99
Indian Energy Exchan,-0.99
Jost's Engg.,-0.99
Man Industries I,-0.97
Bombay Oxygen Invest,-0.96
Sunil Healthcare,-0.96
Wallfort Financi,-0.95
Shiva Granito Export,-0.95
Menon Pistons Li,-0.92
SinclairsHotels,-0.92
Alchemist Corporatio,-0.92
Nile,-0.91
Dhruva Capital S,-0.9
Bajaj Healthcare,-0.9
Indo Count Inds.,-0.89
Shemaroo Entertainme,-0.89
CG-VAK Software,-0.89
Vikas Proppant & Gra,-0.89
Barak Valley Cements,-0.89
T Nadu Newsprint,-0.87
Ratnamani Metals,-0.85
Unichem Labs,-0.84
U Y Fincorp,-0.84
Kapil Raj Finance,-0.84
Salona Cotspin L,-0.83
SKF India,-0.81
Aarvee Denims an,-0.79
Prakash Pipes,-0.79
Expleo Solutions,-0.78
Aryaman Financia,-0.76
The Investment Trust,-0.76
Zim Laboratories,-0.75
LGB Forge Ltd.,-0.75
Jaypee Infratech Ltd,-0.75
Resonance Spec.,-0.75
JK Cement,-0.74
Unitech Internationa,-0.74
Balmer Lawrie Invest,-0.74
P&G Hygiene&Health,-0.72
Everest Organics,-0.71
Medinova Diagnostic,-0.69
Dabur India,-0.69
Matrimony.com,-0.68
HCL Technologies,-0.68
Sacheta Metals L,-0.67
Mayur Uniquoters,-0.66
Megasoft Ltd.,-0.66
Tata Steel,-0.66
CL Educate,-0.63
Fineotex Chemical Lt,-0.63
Whirlpool of Ind,-0.62
Graviss Hospitality,-0.61
Balrampur Chini,-0.61
Apollo Hospitals,-0.6
Rainbow Denim Ltd.,-0.6
Dalmia Bharat L,-0.58
Avantel Ltd.,-0.58
Pidilite Inds.,-0.58
KDDL Ltd.,-0.58
Oriental Aromatics,-0.57
Kansai Nerolac Paint,-0.55
Indl.&Prud.Invst,-0.55
Lumax Inds.,-0.55
Mirc Electronics,-0.54
Bhartiya Interna,-0.54
Natraj Proteins,-0.54
GlaxoSmithKline Phar,-0.54
Rollatainers Ltd,-0.53
Pasari Spinning,-0.53
Ceinsys Tech,-0.53
IFGL Refractories,-0.5
Maestros Electronics,-0.5
Tech Mahindra,-0.49
HFCL,-0.48
Relaxo Footwears,-0.48
Esab India,-0.48
K&R Rail Engineering,-0.48
Shivam Autotech Ltd.,-0.47
Hinduja Global Solut,-0.46
Pritika Auto Ind.,-0.46
AK Spintex L,-0.45
Havells India,-0.45
Prabhat Technologies,-0.44
Swan Energy Ltd.,-0.42
J L Morison (India),-0.42
Revathi Equipment Lt,-0.41
VMV Holidays Ltd.,-0.39
The Ramco Cements,-0.38
Kabra Drugs Ltd.,-0.36
Adinath Exim Res,-0.35
Filatex India,-0.35
Ultracab (India) Ltd,-0.34
AIA Engineering,-0.34
UTL Industries,-0.34
Denis Chem Lab L,-0.34
Varroc Engineering,-0.34
Tera Software,-0.33
Venus Remedies L,-0.31
Apoorva Leasing Fina,-0.3
Swas.Vinay.Synt,-0.3
Trent Ltd.,-0.27
Solara Active Pharma,-0.27
BCL Enterprises,-0.27
Maximus Intl.,-0.27
Crown Tours,-0.25
Yash Pakka,-0.25
N K Industries L,-0.24
TAAL Enterprises,-0.23
Phoenix Mills,-0.22
SMS Lifesciences Ind,-0.22
Joindre Capital,-0.22
Thyrocare Tech.,-0.21
Rajratan Global Wire,-0.21
Prakash Indus.,-0.21
Sandhar Technologies,-0.2
HLV L,-0.19
Amba Enterprises,-0.19
Vikram Thermo (I,-0.18
Trident Texofab,-0.18
Opto Circuits India,-0.14
Monnet Ispat & Energ,-0.11
IRCTC,-0.1
Bhagiradha Chemi,-0.1
Bharti Airtel,-0.09
Asian Paints Ltd.,-0.09
Dr. Habeebullah Life,-0.09
Dr. Lal Pathlabs Ltd,-0.08
B&A Ltd.,-0.06
SRF Ltd.,-0.06
BLS International Se,-0.05
Minda Industries,-0.04
Source Natural Foods,-0.03
Quess Corp,-0.01
The Anup Engineering,-0.01
