Company,% Change
Arrow Greentech,+8.77
TCI Express,+8.76
Ansal Housing L,+8.75
Steel Strips Wheels,+8.75
Anjani Portland,+8.74
DIC India,+8.74
Voltas Ltd.,+8.73
Cosmo Ferrites,+8.70
Onelife Capital Adv,+8.67
Magellanic Cloud,+8.66
Vinyl Chemicals,+8.65
Greenply Industr,+8.64
Ugar Sugar Works,+8.62
HG Infra Engineering,+8.60
Frontier Springs,+8.59
Prism Medico and Pha,+8.57
Radhe Developers,+8.54
Maral Overseas,+8.51
Wintac Ltd.,+8.51
Supreme Inds.,+8.47
Phoenix Mills,+8.46
Aryaman Financia,+8.43
Mastek Li,+8.42
IFCI Ltd.,+8.41
Kajaria Ceramics,+8.40
Coral Labs.,+8.40
SBI,+8.39
Basant Agro Tech,+8.39
BNR Udyog,+8.38
Asian Paints Ltd.,+8.36
SML Isuzu Ltd.,+8.36
Rudra Global Infra P,+8.36
Bank of Maharash,+8.35
Maestros Electronics,+8.34
Dredging Corpora,+8.32
Niyogin Fintech,+8.32
Power Finance Co,+8.26
Asahi India Glass,+8.26
Zuari Global,+8.21
Thirumalai Chem.,+8.20
Karda Constructions,+8.18
Cerebra Integrat,+8.18
Hero MotoCorp,+8.16
Avonmore Capital,+8.12
Kalyani Investment,+8.11
Essel Propack Ltd.,+8.11
63 Moons Technologie,+8.11
Karur Vysya Bank,+8.09
Century Textiles,+8.08
Adani Ports & Speci,+8.07
Shree Renuka Sugars,+8.05
Schneider Electric,+8.03
Metropolis Healthcar,+8.02
Navkar Corporation L,+8.02
Snowman Logistics Lt,+8.01
Shashijit Infraproje,+8.00
Saregama India Ltd.,+7.96
AtlasCycles(Haryana),+7.95
Golkunda Diamond,+7.95
Haryana Capfin Ltd.,+7.93
Texmo Pipes & Produc,+7.91
SRG Housing Finance,+7.91
Esab India,+7.90
Dilip Buildcon Ltd.,+7.89
Suprajit Enginee,+7.88
Skipper Ltd.,+7.88
BCL Industries,+7.87
Mirza International,+7.81
NTC Industries,+7.77
Neogen Chemicals,+7.77
SBEC Sugar Lt,+7.76
Cera Sanitaryware L,+7.74
SBI Cards and Pay,+7.73
Novateor Research,+7.71
Archit Organosys,+7.70
Innovators Facade Sy,+7.69
Gayatri Highways,+7.69
Swarnsarita Gems,+7.69
PSP Projects,+7.66
Maruti Suzuki India,+7.66
Pharmaids Pharma,+7.65
Inventure Growth & S,+7.65
Universus Photo Imag,+7.62
Advanced Enzyme Tech,+7.62
Rane Brake Lining Lt,+7.61
B N Rathi Securities,+7.58
Tata Metaliks,+7.57
Banswara Syntex,+7.56
Gulf Oil Lubricants,+7.56
Cigniti Technologies,+7.55
Indian Bank,+7.55
NRB Bearings Lim,+7.55
GPT Infraprojects,+7.54
Savita Oil Tech,+7.54
Orissa Minerals Deve,+7.53
ICRA Ltd.,+7.53
Satia Industries,+7.52
Archies Ltd.,+7.52
Tera Software,+7.51
Apollo TriCoat Tubes,+7.51
Yogi Infra Projects,+7.48
Reliance Chemote,+7.46
Sankhya Info,+7.44
Menon Bearings L,+7.44
Steel Authority,+7.43
Bharat Gears,+7.42
Magna Electrocas,+7.42
Lupin Ltd.,+7.42
Mahindra Holidays,+7.41
Indostar Capital Fin,+7.39
Golden Tobacco Ltd.,+7.36
Igarashi Motors Indi,+7.36
Shakti Pumps (In,+7.36
RPP Infra Projects L,+7.34
Nutraplus India,+7.33
Enkei Wheels (India),+7.33
Vaswani Industries L,+7.32
Shri Jagdamba Poly,+7.32
TCNS Clothing,+7.31
J B Chemicals & Phar,+7.30
Bhageria Industries,+7.26
HDFC Bank,+7.26
HOV Services Ltd.,+7.24
Pro Fin Capital Serv,+7.23
ABB India,+7.23
Bharat Electroni,+7.21
Thyrocare Tech.,+7.20
KPIT Technologies,+7.18
Saven Technologies L,+7.17
Pennar Industrie,+7.17
Bata India,+7.12
Titagarh Wagons Ltd.,+7.11
Riga Sugar Company,+7.10
Mawana Sugars Ltd.,+7.09
CJ Gelatine,+7.08
Richa Industries Ltd,+7.06
Jay Bharat Marut,+7.05
Virinchi L,+7.02
Vivanta Industries,+7.02
Prozone Intu Propert,+7.01
Oceanic Foods,+7.00
Steel Cast,+7.00
SITI Networks,+6.98
Bella Casa Fashion &,+6.98
Kohinoor Foods Ltd.,+6.97
Shiva Cement Ltd,+6.97
Cubex Tubings Lt,+6.96
Datamatics Global Se,+6.96
Bigbloc Construction,+6.96
Kaya L,+6.95
TVS Electronics,+6.94
Precision Camshafts,+6.91
Aban Offshore,+6.91
CDG Petchem,+6.90
Sakuma Exports,+6.86
DCM Shriram,+6.81
Kanchi Karpooram,+6.81
Mangalam Organics,+6.80
KMC Speciality Hospi,+6.78
Hind Aluminium Indus,+6.78
Daikaffil Chemic,+6.78
J L Morison (India),+6.75
Jagsonpal Pharma,+6.75
GOCL Corporation,+6.71
Lahoti Overseas,+6.70
P G Foils Ltd,+6.70
Hinduja Global Solut,+6.70
Upasana Finance,+6.67
Future Lifestyle,+6.67
Global Vectra Helico,+6.67
Vishwaraj Sugar Ind,+6.65
Sundaram Finance,+6.64
NLC India L,+6.63
Advani Hotels,+6.59
Palash Securities,+6.56
Summit Securities,+6.55
SPL Industries L,+6.53
Puravankara,+6.52
DCB Bank,+6.51
Catvision Ltd.,+6.50
Lehar Footwears,+6.48
Tourism Finance,+6.46
Oceanaa Biotek Ind,+6.46
Finolex Cables,+6.45
Arvind SmartSpaces,+6.42
Adani Transmission L,+6.42
Galaxy Surfacta.,+6.42
Mahaan Foods Lim,+6.42
HUDCO,+6.40
Alpa Laboratories Lt,+6.40
Tata Investment,+6.39
Victoria Mills,+6.38
Deep Industries,+6.37
Guj. Intrux,+6.37
Ansal Properties & I,+6.34
Jammu & Kashmir Bank,+6.34
Camex Ltd.,+6.33
Heritage Foods,+6.32
Jindal Drilling,+6.31
South Indian Ban,+6.30
Indo Thai Securities,+6.29
Vapi Enterprise,+6.27
Chembond Chemica,+6.26
Upsurge Investme,+6.26
Titan Company,+6.25
Accelya Solutions In,+6.24
Karnataka Bank,+6.24
Terai Tea Compan,+6.22
HMT Ltd.,+6.21
G G Engineering,+6.18
Sunshield Chemic,+6.17
Arihant Superstructu,+6.17
Hindalco Indus.,+6.16
SMS Lifesciences Ind,+6.16
Filatex Fashions,+6.15
UPL,+6.13
Premco Global Li,+6.12
HIL,+6.11
CCL Products India,+6.11
Winsome Textile,+6.09
Aro Granite Indu,+6.08
Compucom Softwr,+6.08
Garnet International,+6.06
Deccan Health Care,+6.05
Nahar Capital & Fina,+6.01
Kansai Nerolac Paint,+6.01
Mac Charles,+6.00
GlaxoSmithKline Phar,+5.99
Mold-Tek Packaging,+5.97
Arcotech Ltd.,+5.96
Shiva Mills,+5.95
Crest Ventures,+5.93
Precision Elect.,+5.92
Indian Hume Pipe,+5.91
Siemens Ltd.,+5.91
JITF Infralogistics,+5.86
Maithan Alloys Ltd.,+5.84
Morarjee Textiles Li,+5.77
Expo Gas Contain,+5.76
Lambodhara Texti,+5.75
Tejnaksh Healthcare,+5.74
Dalmia Bharat Sugar,+5.72
Kamat Hotels (In,+5.72
Tatia Global Venntur,+5.71
Dhanalaxmi Roto,+5.71
Godrej Agrovet L,+5.69
Gujarat Pipavav Port,+5.67
Jindal St & Pwr,+5.67
Prime Securities,+5.63
SJVN Ltd.,+5.63
Rossari Biotech,+5.62
Kewal Kiran Clothing,+5.60
Walchandnagar,+5.59
IndiaNivesh,+5.57
Tata Coffee Ltd.,+5.56
Hubtown,+5.55
Uflex Ltd.,+5.54
TPL Plastech Ltd.,+5.54
Rane (Madras),+5.52
NMDC Ltd.,+5.50
Benares Hotels,+5.48
Ajel Ltd.,+5.45
Gati Ltd.,+5.42
Texmaco Infrastructu,+5.41
Radhey Trade Holding,+5.40
SundaramBrakeLining,+5.40
Radico Khaitan Ltd.,+5.38
Biocon,+5.37
Century Enka,+5.37
Linde India,+5.36
Kiri Industries,+5.36
Apar Industries,+5.33
Narayana Hrudayalaya,+5.32
Sangam India Ltd,+5.31
Mahesh Developers,+5.30
Mahi. & Mahi,+5.29
Westlife Development,+5.29
Escorts Ltd.,+5.26
Ducon Infratech,+5.26
HBL Power Systems Lt,+5.25
Ratnamani Metals,+5.23
India Tourism De,+5.22
Welspun Enterprises,+5.18
Prakash Wool.& Syn.,+5.16
Jagran Prakashan,+5.16
Graviss Hospitality,+5.16
Avenue Supermarts,+5.15
Confidence Petroleum,+5.15
DB Corp,+5.11
Axis Bank Ltd.,+5.09
HPL Electric & Power,+5.05
Lumax Inds.,+5.05
Carborundum Uni.,+5.04
CESC Ltd.,+5.01
Glenmark Pharma,+4.98
Avanti Feeds Lim,+4.97
Triveni Eng.&Ind.Ltd,+4.91
Milk Food,+4.89
Guj. Amb.Exports,+4.87
MOIL Ltd.,+4.86
Linc Pen & Plast,+4.83
WPIL Ltd.,+4.82
Auro Labs,+4.81
T T Ltd.,+4.80
Mystic Electronics,+4.80
Williamson Magor,+4.79
B C Power Controls L,+4.78
The Hi-Tech Gears,+4.77
Twentyfirst Cent,+4.76
Kamdhenu Ispat,+4.76
SAL Automotive,+4.73
Pritish Nandy Comm.,+4.73
The Indian Card Clot,+4.70
VLS Finance L,+4.69
Nilkamal Ltd.,+4.68
Alankit,+4.68
Guj. Industries,+4.68
Fermenta Biotech,+4.67
NHPC,+4.66
Aavas Financiers,+4.63
Sarla Performance Fi,+4.60
SBC Exports,+4.60
Minda Corporation,+4.58
Shervani Ind.Syn,+4.58
Suyog Telematics,+4.57
BF Utilities Ltd.,+4.55
Inditrade Capital,+4.55
Vippy Spinpro,+4.52
Vardhman Holdings,+4.52
Paisalo Digital L,+4.49
REC,+4.49
Repro India Ltd.,+4.48
Restile Ceramics,+4.46
Pidilite Inds.,+4.44
Osiajee Texfab,+4.43
Havells India,+4.40
The Anup Engineering,+4.40
Parsvnath Developers,+4.38
Tamilnadu Petroprod,+4.38
Alfa Transformer,+4.35
Jindal Saw,+4.35
Gujarat Apollo Indus,+4.35
Kanoria Chemical,+4.34
Huhtamaki PPL,+4.32
Southern Latex,+4.32
Time Technoplast Ltd,+4.32
Quess Corp,+4.31
Tata Steel,+4.28
MindTree Ltd.,+4.27
Pradeep Metals,+4.25
Agro Tech Foods Ltd.,+4.25
Chemfab Alkalis,+4.24
Manugraph India Ltd.,+4.23
Bannari Amman Su,+4.22
Hexaware Technologie,+4.20
ICICI Bank,+4.18
Hatsun Agro Prod,+4.18
Astron Paper & Board,+4.17
Balkrishna Paper Mil,+4.17
Indiabulls Integrate,+4.12
Vesuvius India,+4.07
Alfa Ica (India),+4.05
The Ramco Cements,+4.05
Maxheights Infra,+4.02
National Alumini,+4.01
Honeywell Automation,+4.00
Meghmani Organics,+3.99
Indian Energy Exchan,+3.98
Ishita Drugs & I,+3.96
Bhagwati Auto.,+3.89
Himatsingka Seid,+3.88
Dhunseri Investments,+3.88
Visaka Indus.,+3.88
APM Industries,+3.86
L&T Finance Holdings,+3.86
Goyal Associates,+3.85
GSFC,+3.81
Smartlink Holdings,+3.81
Indraprastha Gas Ltd,+3.77
Dewan Housing,+3.76
Northern Spirits,+3.75
Alembic Ltd.,+3.75
Bajaj Finance L,+3.75
Satin Creditcare,+3.74
G M Breweries Ltd.,+3.73
Fomento Resorts,+3.72
Jubilant Industries,+3.71
Speciality Restauran,+3.70
Modi Rubber,+3.70
Indowind Energy Ltd.,+3.69
AGC Networks,+3.68
Ambika Cotton Mi,+3.68
GlobalSpace Techno,+3.67
Whirlpool of Ind,+3.67
Polson Ltd.,+3.61
Infibeam Avenues,+3.61
Indo National,+3.60
Mishtann Foods L,+3.59
Hariyana Ship-Br,+3.58
Amara Raja Batt.,+3.57
ABB Power Products,+3.56
Kokuyo Camlin,+3.54
TVS Motor Co. Ltd.,+3.53
Godrej Properties Lt,+3.53
Orient Beverages,+3.51
Bharat Immunolog,+3.49
Waa Solar,+3.47
Bharat Bijlee,+3.47
Dr. Agarwal's Ey,+3.45
Cressanda Solutions,+3.45
D & H India,+3.45
Harrisons Malaya,+3.45
Ravi Kumar Distiller,+3.43
DHP India Ltd.,+3.42
SRF Ltd.,+3.42
White Organic Agro,+3.40
Mercantile Ventures,+3.40
Cords Cable Industri,+3.37
Future Retail L,+3.31
Fluidomat,+3.31
Kennametal India,+3.30
Tarmat L,+3.29
Gallantt Metal,+3.28
Tirupati Sarjan,+3.27
Weizmann,+3.27
HEG Ltd.,+3.26
TCFC Finance Ltd,+3.25
Equitas Holdings Ltd,+3.24
Hisar Metal Indu,+3.23
Vandana Knitwear,+3.23
Vishal Fabrics Ltd.,+3.23
Navin Fluorine Inter,+3.20
Goa Carbons,+3.20
Vijay Solvex Ltd,+3.18
Dolphin Medical,+3.17
Swas.Vinay.Synt,+3.13
Orient Abrasives,+3.10
Generic Engineering,+3.10
P&G Health,+3.09
Relaxo Footwears,+3.08
Vikas Proppant & Gra,+3.08
TD Power Systems Ltd,+3.07
Mahindra EPC Irrigat,+3.05
Mold-Tek Technologi.,+3.02
KCP Sugar & In,+3.02
Garden Silk Mill,+3.00
Pudumjee Paper Produ,+2.99
KEI Industries,+2.97
L&T,+2.97
Sanofi India,+2.96
Country Club Hospita,+2.95
OnMobile Global Ltd.,+2.93
Ipca Laboratorie,+2.89
Bharat Road Network,+2.89
Patels Airtemp,+2.88
Cimmco,+2.88
Johnson Controls-Hit,+2.87
Kitex Garments,+2.84
Polycab India,+2.82
Kotak Mahindra Bank,+2.82
Compuage Infocom Ltd,+2.80
Krypton Ind.,+2.78
Vinati Organics,+2.77
Selan Exploratio,+2.76
BEML Ltd.,+2.73
Amber Enterprises,+2.71
GTL Infrastructure,+2.70
India Glycols,+2.69
V-Guard Ind.Ltd.,+2.68
Thermax,+2.67
Welspun Corp,+2.67
Oriental Carbon,+2.66
Just Dial,+2.66
Goldiam Internat,+2.64
Oracle Financial Ser,+2.64
Bal Pharma Ltd,+2.64
Coral India Finance,+2.63
Swadeshi Industr,+2.63
Motilal Oswal Financ,+2.62
Khadim India,+2.61
NPR Finance Limi,+2.60
V Mart Retail,+2.59
Adani Power Ltd.,+2.59
Intellect Design,+2.58
IRCTC,+2.54
Kama Holdings Ltd.,+2.53
R Systems Internat.,+2.52
Aishwarya Tech.&Tele,+2.50
Tata Steel BSL,+2.46
Punj. NationlBak,+2.44
Mega Corporation,+2.44
Balmer Lawrie Invest,+2.42
SVP Global Ventures,+2.39
Umiya Tubes Ltd.,+2.37
Mishra Dhatu Nig,+2.34
Kridhan Infra,+2.33
Empire Inds.,+2.29
Everest Industries L,+2.29
Indo Count Inds.,+2.26
S H Kelkar & Company,+2.26
Gayatri Projects,+2.25
Kanishk Steel In,+2.25
Vedanta,+2.24
WelspunInvestments,+2.22
Dr. Habeebullah Life,+2.19
Maruti Infrastru,+2.19
General Ins. Corp.,+2.16
Bandhan Bank,+2.15
IRB Infrastructure,+2.09
5Paisa Capital,+2.09
Future Market Net,+2.08
Abbott India Ltd.,+2.08
Coal India,+2.08
SREI Infrastructure,+2.07
Parnax Lab L,+2.06
Tribhovandas Bhimji,+2.05
Ujjivan Financial,+2.04
NEL Holdings,+2.04
Shipping Corpn.,+2.02
Ludlow Jute & Specia,+2.02
Goodluck India,+2.01
Magadh Sugar & Energ,+1.96
Conart Engineers,+1.96
Amba Enterprises,+1.95
PG Electroplast Ltd.,+1.94
Navneet Education,+1.92
Crisil,+1.87
HDFC AMC,+1.86
Sangal Papers Li,+1.84
Websol Energy System,+1.82
Sanghvi Movers L,+1.74
NDTV,+1.72
Gujarat Gas,+1.68
Tamboli Capital,+1.67
Sandu Pharmaceut,+1.67
Canara Bank,+1.67
HCL Technologies,+1.66
National Plywood Ind,+1.65
Nila Spaces L,+1.63
Maximus Intl.,+1.59
Excel Industries,+1.57
Alphageo (India),+1.56
M&M Fin.Services,+1.52
Advance Syntex,+1.51
MPS Ltd.,+1.50
KSB Ltd,+1.49
Thomas Cook (I),+1.48
Wanbury,+1.47
Shriram Trans.Fi,+1.46
IOL Chemicals and Ph,+1.46
Freshtrop Fruits,+1.45
Ashirwad Capital,+1.43
Tejas Networks,+1.40
Chaman Lal Setia,+1.38
CIL Securities L,+1.36
Bharat Agri Fert & R,+1.36
Genus Power Infrastr,+1.35
James Warren Tea,+1.35
Agri-Tech (India),+1.33
RattanIndia Infra,+1.33
JMT Auto Ltd.,+1.27
The Byke Hospitality,+1.26
Dynamic Industri,+1.24
Sunflag Iron,+1.24
Birla Precision Tech,+1.23
BAG Films & Media,+1.23
Viaan Industries,+1.22
Jai Corp Ltd.,+1.19
Riddhi Siddhi Gluco,+1.19
Marksans Pharma,+1.19
Radha Madhav Corpora,+1.18
Sastasundar Ventures,+1.18
Quick Heal Technolog,+1.13
Ashari Agencies,+1.12
Cosyn L,+1.11
Exide Inds.,+1.08
GAIL (India) Ltd.,+1.08
Sterling Tools L,+1.07
Marico Ltd.,+1.07
Pressman Advertising,+1.03
Tata Chemicals,+1.01
Jindal Poly Films,+1.01
Guj. Alkalie & C,+1.00
Rallis India,+1.00
Engineers India,+0.98
L&T Infotech,+0.98
Kothari Products,+0.97
Murudeshwar Cer.,+0.93
YES Bank Ltd.,+0.92
Heidelberg Cement In,+0.90
Ador Welding Ltd.,+0.86
Nippon LifeAM Ltd.,+0.84
Suven Life Sciences,+0.82
Siyaram Silk,+0.82
Aegis Logistics Ltd.,+0.81
Monarch Networth Cap,+0.81
Facor Alloys Ltd.,+0.80
Zuari Agro Chemicals,+0.79
Crompton Greaves Con,+0.77
Crown Tours,+0.77
SIL Investments Ltd.,+0.77
JBM Auto,+0.77
POCL Enterprises,+0.73
Mitshi India L,+0.72
Sheela Foam,+0.71
Rites Ltd.,+0.69
Shree Ajit Pulp,+0.67
Shreyans Inds.,+0.63
Can Fin Homes,+0.63
Transgene Biotek,+0.61
Seshasayee Paper,+0.61
Bhagyanagar India Lt,+0.57
Super Crop Safe,+0.49
Chordia Food Product,+0.49
Uday Jewellery,+0.48
Videocon Industries,+0.47
Dhanvantri Jeeva,+0.45
Kakatiya Cement Suga,+0.43
Birla Tyres,+0.43
Pricol L,+0.42
Tokyo Plast Inte,+0.42
Fortis Malar Hospita,+0.41
TVS Srichakra Lt,+0.40
Balmer Lawrie &,+0.39
Graphite India Ltd.,+0.38
ITI,+0.37
N G Industries Ltd.,+0.32
Generic Pharmasec,+0.28
JK Paper Ltd.,+0.27
Sagar Cements,+0.27
Jai Balaji Industrie,+0.25
Sukhjit Starch &,+0.24
East West Holdings,+0.24
Security and Intelli,+0.22
Sudarshan Chem.,+0.20
Taj GVK Hotels & Res,+0.18
Info Edge (India),+0.16
Arfin India,+0.14
Aarti Ind. Ltd,+0.14
Asahi Songwon Colors,+0.14
Edelweiss Fin. Ser,+0.13
GFL L,+0.11
Aster DM Healthcare,+0.08
